dataset,condition,seed,corruption,severity,clean_bacc,corrupted_bacc,corrupted_error,BE,rBE,rBE_valid,alexnet_error,rBE_denominator
pneumonia,pretrained,4,contrast_down,2,0.8747863247863248,0.8405982905982906,0.1594017094017094,0.8833693304535635,0.6188986232790984,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,4,contrast_down,3,0.8747863247863248,0.8085470085470086,0.19145299145299144,0.8833693304535635,0.6188986232790984,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,4,contrast_down,4,0.8747863247863248,0.7863247863247863,0.2136752136752137,0.8833693304535635,0.6188986232790984,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,4,contrast_down,5,0.8747863247863248,0.6538461538461539,0.34615384615384615,0.8833693304535635,0.6188986232790984,True,0.23743589743589744,0.1365811965811966
pneumonia,scratch,0,contrast_down,1,0.808974358974359,0.77008547008547,0.22991452991452999,1.4661627069834413,1.1501877346683353,True,0.23743589743589744,0.1365811965811966
pneumonia,scratch,0,contrast_down,2,0.808974358974359,0.7286324786324786,0.2713675213675214,1.4661627069834413,1.1501877346683353,True,0.23743589743589744,0.1365811965811966
pneumonia,scratch,0,contrast_down,3,0.808974358974359,0.6688034188034189,0.33119658119658113,1.4661627069834413,1.1501877346683353,True,0.23743589743589744,0.1365811965811966
pneumonia,scratch,0,contrast_down,4,0.808974358974359,0.5918803418803419,0.4081196581196581,1.4661627069834413,1.1501877346683353,True,0.23743589743589744,0.1365811965811966
pneumonia,scratch,0,contrast_down,5,0.808974358974359,0.5,0.5,1.4661627069834413,1.1501877346683353,True,0.23743589743589744,0.1365811965811966
pneumonia,scratch,1,contrast_down,1,0.8247863247863247,0.7991452991452992,0.2008547008547008,1.31605471562275,1.0050062578222771,True,0.23743589743589744,0.1365811965811966
